Random,Machine_nbr,lifetime,pressureInd,moistureInd,temperatureInd,team,provider,broken
0.10991933,14,25,123.5105012,105.9690406,92.65344596,2,2,No
0.657841424,615,93,79.52418296,89.02241135,90.30989822,2,2,Yes
0.816061127,83,42,104.4344592,99.80887167,92.74548648,2,3,No
0.652276778,248,60,117.7069331,114.818523,104.29978,3,3,Yes
0.487144585,643,65,90.59983598,98.07438142,96.2636136,2,3,Yes
0.447482547,746,61,90.19991521,87.72408077,148.7948773,2,1,No
0.518166432,876,59,98.59001085,104.655602,127.0598802,1,2,No
0.32674574,90,65,104.6556904,93.5158375,107.7381429,1,3,Yes
0.397260682,40,78,94.03852545,96.57974053,127.2913514,2,2,No
0.224950802,675,7,115.698401,105.8508457,89.34379968,1,4,No
0.589339338,810,81,136.5477996,97.29373333,105.3899691,3,4,Yes
0.830763253,377,92,128.7277348,96.5898045,135.2507754,1,2,Yes
0.031618155,830,58,102.1167092,102.3093935,100.7171218,3,3,No
0.95628951,291,88,72.87854742,99.81103132,99.98644583,2,4,Yes
0.065384596,60,34,95.21464918,93.07170934,75.84542114,1,4,No
0.694922655,224,7,103.9198822,104.4671814,114.6860223,1,1,No
0.331566875,218,93,143.5872596,87.52940523,95.59879603,1,2,Yes
0.107005169,455,80,84.13029987,97.39921807,92.50226444,1,1,Yes
0.342060559,898,41,74.97672381,83.63147022,89.18130235,3,3,No
0.599610681,97,88,73.70460011,95.0772386,105.5116164,2,4,Yes
0.800190103,766,35,98.94246341,90.31914773,82.09243986,1,4,No
0.831658921,139,65,89.33143548,85.15218999,108.5998878,2,3,Yes
0.187611391,69,67,85.57802723,100.6729505,118.5266303,1,4,No
0.611996877,890,13,143.8612427,108.4817025,93.23788677,1,4,No
0.466549639,360,80,112.5047783,95.39800589,86.09168244,2,1,Yes
0.064570281,461,79,99.73112801,78.91376847,103.067457,1,1,Yes
0.600897407,994,9,90.78568329,94.05537051,84.73797429,3,1,No
0.165966505,764,57,89.3451342,102.957647,97.16886592,1,4,No
0.524151787,677,77,99.55228351,99.26548504,91.46616916,1,1,No
0.23862926,279,16,79.97226263,116.1120162,127.3901657,3,2,No
0.607764648,414,65,95.31746825,80.63088947,92.21326954,1,3,Yes
0.881851423,808,80,79.66925455,95.92690751,99.73563529,2,1,Yes
0.311185658,987,49,86.45206246,85.44861354,86.04541606,1,2,No
0.152180594,88,66,100.7887618,98.59732672,66.33906123,1,3,Yes
0.850346332,151,24,80.44794663,87.76108377,112.6088848,3,4,No
0.031484845,199,8,117.9043996,89.84703399,73.17482049,1,1,No
0.645891799,481,65,93.24543008,89.39662465,107.1840475,2,3,Yes
0.989128418,1,30,87.67880097,115.7122623,89.79210466,1,1,No
0.986733385,551,79,127.5206011,75.91283991,119.861342,1,1,Yes
0.267554135,714,17,106.9841215,91.1878978,98.22838553,1,2,No
0.205635357,829,18,138.4454389,99.62344687,93.4746867,1,2,No
0.782746497,292,65,105.4103217,81.93303627,110.8174363,1,3,Yes
0.434809254,458,86,111.5160364,99.11730398,94.17953507,3,2,Yes
0.275021269,22,19,96.21961865,90.66213673,125.8385221,2,2,No
0.537312396,115,65,111.6225804,93.89606386,125.2775595,1,4,No
0.859044445,545,61,80.60779421,102.9776209,103.6789277,2,1,No
0.381133471,117,20,102.5645544,115.5031125,91.46874009,1,3,No
0.437629274,593,74,126.4345257,105.3148247,107.896672,3,1,Yes
0.712650428,64,93,109.6711377,104.6003316,102.8819567,2,2,Yes
0.957338894,42,66,116.814456,96.56036437,122.2757262,1,4,No
0.4575666,776,56,105.6467623,99.5059735,73.96276076,2,3,No
0.29581717,413,42,39.78317591,102.6579809,108.621829,1,3,No
0.238894827,588,42,114.7006664,109.0935529,108.6968184,1,4,No
0.193157425,297,80,96.10524366,116.4932538,97.14318758,2,1,Yes
0.903666038,805,37,105.5712867,101.7670565,63.18449738,1,4,No
0.961841866,602,17,63.68829486,87.04011662,124.5943298,2,2,No
0.988630555,798,58,80.01967528,120.844063,116.3064452,2,1,No
0.841764782,34,76,87.85255835,94.28668724,114.1031517,3,2,No
0.083329343,112,65,93.35727589,89.29033639,99.55773664,1,3,Yes
0.120880502,152,73,70.96539336,96.23301107,123.2548138,3,1,Yes
0.660573407,119,80,94.39762265,95.02644317,87.03925358,2,1,Yes
0.579950884,23,32,127.2669194,93.92932564,73.3061197,1,1,No
0.637030778,345,81,72.07593772,103.0657014,87.27106218,3,4,Yes
0.307737292,906,50,105.0382945,93.95323864,120.4900002,3,4,No
0.281291811,984,29,93.78066682,95.35328972,82.56648328,2,4,No
0.238174571,204,66,76.76990774,110.1044455,76.71751602,2,3,Yes
0.913657704,538,80,114.2240915,92.57438525,81.39597051,2,1,Yes
0.697803274,344,62,116.6123569,99.96354325,137.4741755,1,4,No
0.390937489,688,40,101.6326601,82.84151939,97.3135437,2,2,No
0.906731387,639,17,110.3339493,113.9085168,101.7005933,1,2,No
0.969192668,885,26,79.0391301,106.4118914,102.7117398,1,3,No
0.411451036,891,55,85.97976393,104.2711849,121.4452996,2,2,No
0.010332905,283,5,87.41407071,94.77453536,97.78208935,2,3,No
0.543946316,578,11,94.55845182,97.76062025,81.06775078,1,1,No
0.292932971,145,80,129.1863512,90.99237878,91.12806915,2,1,Yes
0.618664821,219,80,102.185641,89.06691257,93.84971699,2,1,Yes
0.257239553,229,88,103.1069062,100.2276629,70.15612853,2,2,No
0.855656633,378,27,138.9963047,97.67299844,104.9696808,2,1,No
0.635775867,958,74,104.171491,106.3856823,104.0160769,3,1,Yes
0.920716596,487,27,87.22145536,87.38629913,86.81281172,3,1,No
0.654925463,953,80,64.97934021,102.1024831,82.67734265,2,1,Yes
0.150823512,791,22,101.3580689,81.41299882,105.7679599,1,2,No
0.190913716,55,93,75.99730079,96.3718599,98.93408655,2,2,Yes
0.151230108,947,13,100.0915524,98.56383772,127.8021082,1,3,No
0.572980585,611,93,68.43805127,87.65995975,91.91921815,2,2,Yes
0.059786018,901,93,86.99664346,91.03846392,58.58520759,2,2,Yes
0.141728607,435,93,36.95721852,106.369383,87.53799466,2,2,Yes
0.88736763,78,92,65.7483249,94.92631364,102.3436485,2,2,Yes
0.206000313,285,1,107.7859931,117.3903359,113.3773084,2,4,No
0.142802441,200,9,58.57504538,107.644111,75.9997621,2,3,No
0.734291141,91,12,113.0339432,111.219653,107.9998787,3,2,No
0.121965401,169,65,125.0326918,101.1634821,126.0240766,2,3,Yes
0.747889585,969,38,112.8676307,119.1295103,119.151983,2,2,No
0.472855584,303,35,81.94855191,109.6314486,89.60336669,3,4,No
0.959260549,946,65,119.1369483,101.3228819,82.66317043,1,3,Yes
0.744286734,383,56,97.30113122,90.87000417,80.6965672,1,3,No
0.670929466,349,45,81.67473275,81.85356258,83.42249496,1,4,No
0.220936758,735,56,99.1679382,99.38605273,93.00411663,3,4,No
0.138941226,13,50,81.60561713,88.6523958,80.05832135,3,1,No
0.808181593,699,65,117.6266596,95.72529243,107.4600703,2,3,Yes
0.886033771,343,85,96.46384171,120.2509566,107.8049309,1,2,No
0.870533135,483,60,64.10778851,97.40847326,133.7448317,3,3,Yes
0.309746173,464,35,101.4156229,89.75374604,114.909434,3,2,No
0.436031477,587,72,82.51900511,99.43773299,95.52186729,2,1,No
0.725740569,326,80,102.1307254,117.0454427,80.10887306,2,1,Yes
0.873095941,392,16,82.42322758,81.03770521,83.03736305,1,3,No
0.565037517,433,44,113.068106,94.94439656,106.5518926,1,1,No
0.543638619,609,45,87.91652826,73.43455423,135.8513241,2,2,No
0.241618638,715,64,116.8149535,85.58815181,95.15687347,3,4,No
0.206577708,116,82,93.48628393,92.9159865,76.24447939,3,4,Yes
0.919626774,267,60,115.7507865,98.76222896,101.2066501,3,3,Yes
0.395980629,547,78,84.46620776,106.5032417,96.46031059,2,1,No
0.018279538,610,15,75.64669299,114.1988574,86.81793729,3,1,No
0.512262176,132,48,110.6072377,103.8373069,121.1524524,1,3,No
0.250074468,411,65,113.7301442,102.2540164,92.79302585,2,3,Yes
0.773932562,522,93,124.7428685,97.85352326,98.34049821,1,2,Yes
0.669020515,613,79,81.94738031,90.12448188,114.5670649,1,1,Yes
0.150694995,856,60,79.82891144,101.0689842,99.36824612,1,1,No
0.004039446,905,88,121.2374588,88.68012128,86.83974385,1,4,Yes
0.331398149,619,3,120.0742901,102.9920732,91.29538601,3,4,No
0.998534716,57,21,125.2429312,96.11064846,122.7510846,2,3,No
0.154390402,463,16,83.31611894,102.6538603,106.3237978,3,2,No
0.604752837,96,93,122.9730061,94.18413115,95.63839735,2,2,Yes
0.901115445,692,26,118.9786971,105.298916,115.247085,1,2,No
0.40719836,883,65,92.32067629,99.02341879,113.188661,2,3,Yes
0.92410721,216,82,93.62245547,94.01478639,70.85057767,3,4,Yes
0.622629478,366,30,90.48431219,106.8332232,55.01166325,2,4,No
0.903609038,583,92,106.0579014,80.75135411,111.4629184,2,2,Yes
0.818481059,790,58,79.1113931,73.6071607,74.8746231,1,1,No
0.662960824,642,81,119.514682,102.3775797,97.89313354,3,4,Yes
0.504918327,765,80,88.67721939,97.52182754,98.97230007,2,1,Yes
0.765004526,32,9,71.48203946,89.46945152,132.7477118,3,4,No
0.762060445,316,22,86.81929694,85.25841804,115.9266443,1,2,No
0.220073454,521,58,97.10854231,103.1132546,121.280986,1,4,No
0.347613216,473,53,112.4122561,109.3399773,132.6489933,1,2,No
0.190108007,908,23,105.8937636,104.39546,118.3853166,1,3,No
0.693231839,74,81,121.6911516,96.44820999,108.489184,3,4,Yes
0.571921656,773,81,98.56889316,106.0739247,62.08097086,3,4,No
0.735240567,417,53,99.23940261,105.9369748,100.6230519,3,1,No
0.67405137,654,60,102.8312375,93.54105464,105.1493577,3,3,Yes
0.235641577,474,38,63.47598728,101.2841864,139.5592476,3,1,No
0.238571136,532,65,111.0734869,90.44967458,89.94547053,2,3,Yes
0.503730999,171,17,93.91140451,106.0364132,112.5418604,1,2,No
0.0522505,82,23,86.3692016,80.8678127,52.58127457,3,3,No
0.045839689,726,35,138.9968485,86.86899972,89.35933861,3,4,No
0.549665865,926,93,114.6298749,102.294442,51.1069448,1,2,Yes
0.204582175,155,48,84.35504868,103.1749187,102.3997151,3,3,No
0.320913979,493,27,135.587121,97.88356459,92.80935236,1,3,No
0.343764108,995,36,119.0339468,120.1119323,70.32511371,1,1,No
0.015460807,496,18,93.21014475,74.96813943,120.0701073,2,3,No
0.290710212,385,12,107.3409195,89.53799142,76.75715125,2,2,No
0.163075134,888,57,122.287991,93.84835213,91.06499024,1,1,No
0.413462592,917,13,108.7769039,87.49910161,89.65043059,3,1,No
0.841235907,420,56,98.14785492,110.3888521,138.4908163,1,4,No
0.68617808,577,66,89.74268264,85.25810757,44.33108441,1,3,Yes
0.810709308,440,27,106.7294506,101.1249579,100.1692002,1,1,No
0.88595702,772,60,96.43645598,102.8929828,114.8533917,3,3,Yes
0.316155846,346,72,114.8598046,110.4739002,91.61400596,2,1,No
0.465221802,631,74,85.33137798,97.04522638,91.4131354,3,1,Yes
0.425117034,640,93,81.71752422,101.3424149,87.017921,1,2,Yes
0.791459094,698,65,81.75718946,99.35744751,98.51566602,2,3,Yes
0.494377551,258,35,81.95766678,112.2018487,116.4980729,2,1,No
0.949155532,696,18,83.2948559,107.5046306,94.22380183,3,2,No
0.033208997,864,88,70.16802889,93.12458318,86.05930834,2,4,Yes
0.200187722,50,57,99.29371474,98.01543531,122.8656317,2,1,No
0.884193611,444,65,96.17271983,78.30528722,119.595801,1,3,Yes
0.25126206,685,9,95.42828461,104.9358887,128.7880801,3,3,No
0.428537602,769,65,94.24723246,107.260203,77.81619344,2,3,Yes
0.289208466,756,61,72.34009193,104.698884,124.9275537,1,4,No
0.508616925,818,80,75.6867736,97.27128211,112.4831253,2,1,Yes
0.538335885,596,45,113.5169831,76.99989789,77.19401385,2,2,No
0.53695414,191,92,107.9141561,107.5154579,124.397205,1,2,Yes
0.388796786,1000,88,90.20118571,89.42175577,119.5940377,1,4,Yes
0.069780116,228,31,127.2580478,97.65391673,111.9159592,3,4,No
0.15480341,788,86,81.05687592,97.77739652,68.74486465,3,2,Yes
0.744063668,592,92,102.3409431,90.80665259,109.2338791,2,2,Yes
0.384968986,774,80,102.5176749,109.4756503,95.60684471,2,1,Yes
0.734756115,304,88,115.250734,112.158815,102.0829817,2,4,Yes
0.649144722,973,69,112.1474165,104.1635614,82.13596405,1,2,No
0.155570494,334,4,95.83270361,102.60874,102.7298925,3,2,No
0.246070976,802,85,109.6262398,99.70414132,112.4182785,3,2,No
0.951627306,294,40,60.23306632,107.5271185,62.65714424,3,1,No
0.884123528,356,43,82.67022466,106.2353533,115.3757052,1,2,No
0.664091185,271,65,70.9206612,98.72240236,76.54239502,2,3,Yes
0.064296702,964,26,108.0678329,106.343999,87.00380701,1,1,No
0.42075404,673,46,105.1548812,95.19828835,116.9706253,3,3,No
0.724408329,468,31,102.3336394,96.42298434,80.75166079,1,3,No
0.566873061,736,74,129.4538603,108.6197469,97.54660485,3,1,Yes
0.88238928,929,65,73.43908733,104.0279567,94.90692673,2,3,Yes
0.861043928,434,38,91.16611817,95.08496803,101.3501698,1,2,No
0.73307651,771,20,114.6734454,91.86074592,88.2958658,1,1,No
0.425794507,438,92,144.3445174,95.12186217,127.8402262,1,2,Yes
0.861791377,725,88,97.00377888,104.6199843,120.7035003,2,4,Yes
0.198645654,245,42,129.7160319,101.1895895,99.92397973,2,2,No
0.708192338,918,23,107.5213703,98.97375537,110.1142502,2,2,No
0.195633426,517,67,71.49098287,93.2324069,111.7422413,2,4,No
0.063325484,559,93,81.13096087,104.561665,93.48403916,2,2,Yes
0.916894564,236,43,94.01171684,91.93279642,111.4627321,3,1,No
0.164444499,972,55,87.946098,96.13748874,107.1117844,1,2,No
0.722535309,686,81,95.78219396,112.7934006,98.6350135,3,4,Yes
0.605816227,137,46,96.65174149,107.9781424,116.7485215,3,1,No
0.87320394,478,92,96.12034618,105.5761964,124.0671196,2,2,Yes
0.258277551,871,92,99.96158153,105.9447877,114.9973601,1,2,Yes
0.144744404,840,69,117.083811,101.9919728,96.95931027,1,2,No
0.850297636,106,13,83.06857115,104.1607096,124.3629153,3,1,No
0.953451391,934,55,83.86989415,122.3492056,62.54817493,2,2,No
0.658413238,497,65,101.7492024,92.01452778,103.7654068,1,3,Yes
